custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,train,favday,city
NGKHB9,1,11/19/2013,11/19/2013,11/19/2013,31,19.35483871,0,50.13,0,1,1,0,0,Monday,CHO
FQQFBN,1,11/19/2013,11/19/2013,11/19/2013,29,6.896551724,0,40.02,0,1,0,0,0,Thursday,RIC
CH77UT,1,11/19/2013,11/19/2013,11/19/2013,31,3.225806452,0,40.2,0,1,1,0,0,Wednesday,RIC
N3U6NU,1,11/19/2013,11/19/2013,11/19/2013,30,16.66666667,0,124.96,0,1,0,0,0,Friday,RIC
KPCKD6,0,11/19/2013,11/19/2013,11/19/2013,7,0,0,40.02,0,0,1,0,0,Wednesday,RIC
CFU9UX,1,11/19/2013,11/19/2013,11/19/2013,40,17.5,0,40.02,0,1,0,0,0,Tuesday,RIC
MWY9NN,1,11/19/2013,11/22/2013,11/22/2013,42,19.04761905,0,40,0,1,0,0,0,Friday,DCX
2CLQBX,1,11/19/2013,11/19/2013,11/19/2013,28,0,0,45.1,0,1,0,0,0,Wednesday,RIC
ZTAL8T,1,11/19/2013,11/19/2013,11/19/2013,39,25.64102564,0,40.2,0,1,1,0,0,Thursday,CHO
X2FAPT,1,11/19/2013,11/19/2013,12/5/2013,43,11.62790698,9.302325581,38.01,0.125,1,0,0,0,Friday,RIC
2T34VG,1,11/19/2013,11/19/2013,11/19/2013,30,16.66666667,3.333333333,35,0,1,0,0,0,Saturday,BWI
KP3K5T,1,11/19/2013,11/19/2013,11/19/2013,32,0,0,45.02,0,1,0,0,0,Friday,RIC
ZU3LSX,1,11/19/2013,11/19/2013,11/19/2013,28,10.71428571,0,40.2,0,1,0,0,0,Wednesday,RIC
SB6XFD,1,11/19/2013,11/19/2013,11/19/2013,24,12.5,12.5,35,0,1,0,0,0,Friday,DCX
83CMD5,1,11/19/2013,11/19/2013,1/5/2014,25,84,8,60.23,0.042553191,1,0,0,0,Wednesday,DCX
Q8FZ4T,1,11/19/2013,11/19/2013,11/19/2013,31,6.451612903,0,43.28,0,1,0,0,0,Thursday,DCX
FMT6C3,1,11/19/2013,11/25/2013,11/25/2013,28,3.571428571,3.571428571,36.43,0,1,1,0,0,Wednesday,DCX
QMNEE8,1,11/19/2013,11/19/2013,11/19/2013,12,100,16.66666667,1,0,1,0,0,0,Thursday,DCX
D9HPJ6,1,11/19/2013,11/19/2013,11/19/2013,30,16.66666667,10,29,0,1,0,0,0,Thursday,BWI
K9UDWT,1,11/19/2013,11/19/2013,11/19/2013,24,95.83333333,4.166666667,1,0,1,0,0,0,Friday,DCX
HAR699,1,11/19/2013,11/19/2013,11/19/2013,29,17.24137931,6.896551724,1,0,1,0,0,0,Saturday,DCX
97EY5P,1,11/19/2013,11/21/2013,11/21/2013,28,25,10.71428571,55.12,0,1,0,0,0,Tuesday,DCX
F4YAH6,0,11/15/2013,11/16/2013,11/16/2013,1,0,0,39.95,0,0,0,0,0,Monday,DCX
ARAWXN,1,11/19/2013,11/19/2013,11/19/2013,29,55.17241379,6.896551724,35,0,1,0,0,0,Tuesday,DCX
RZ43XK,1,11/19/2013,11/19/2013,11/19/2013,27,0,0,59.27,0,1,0,0,0,Wednesday,DCX
TWC4SR,1,11/19/2013,11/19/2013,11/19/2013,27,18.51851852,3.703703704,35,0,1,0,0,0,Tuesday,DCX
6WM9PL,1,11/19/2013,11/19/2013,12/8/2013,27,40.74074074,14.81481481,35.73,0.105263158,1,0,0,0,Tuesday,DCX
MYK5BW,1,11/19/2013,11/19/2013,11/19/2013,24,33.33333333,4.166666667,35.21,0,1,0,0,0,Wednesday,DCX
RFD28H,1,11/19/2013,11/19/2013,11/19/2013,28,10.71428571,7.142857143,40.02,0,1,0,0,0,Friday,RIC
HAWZBQ,1,11/19/2013,11/19/2013,11/19/2013,8,87.5,12.5,1,0,1,0,0,0,Wednesday,DCX
7UPWDM,0,11/19/2013,11/19/2013,11/19/2013,5,0,0,40.2,0,1,0,0,0,Wednesday,RIC
SZW3P3,1,10/15/2013,11/19/2013,12/18/2013,26,34.61538462,23.07692308,39.31,0.068965517,1,0,0,0,Thursday,DCX
DGGPWF,0,11/19/2013,11/19/2013,11/19/2013,11,54.54545455,9.090909091,29,0,1,0,0,0,Tuesday,CHO
24XY83,1,12/13/2013,12/13/2013,12/13/2013,26,26.92307692,3.846153846,40.02,0,1,0,0,0,Monday,DCX
2CHKYZ,1,11/19/2013,11/23/2013,1/15/2014,35,57.14285714,11.42857143,69.74,0.169811321,1,0,1,0,Monday,DCX
3QJ2LG,1,11/18/2013,11/19/2013,11/19/2013,31,0,0,52.91,0,1,0,0,0,Friday,RIC
5N4BVW,1,11/19/2013,11/19/2013,11/19/2013,33,93.93939394,3.03030303,75.23,0,1,0,0,0,Thursday,DCX
X3UVGU,1,11/20/2013,11/20/2013,11/20/2013,38,57.89473684,2.631578947,40.2,0,1,1,0,0,Thursday,RIC
U4TX59,1,11/20/2013,11/25/2013,11/25/2013,32,40.625,12.5,177.91,0,1,0,0,0,Tuesday,BWI
ECYH2J,1,11/20/2013,12/1/2013,1/1/2014,30,86.66666667,16.66666667,89.38,0.096774194,1,0,0,0,Monday,DCX
CTMRE2,1,11/20/2013,12/3/2013,12/3/2013,31,25.80645161,12.90322581,89.67,0,1,0,0,0,Wednesday,CHO
RUG2MA,1,11/20/2013,11/20/2013,11/20/2013,30,6.666666667,3.333333333,1.02,0,1,0,0,0,Friday,CHO
F2SAVA,1,11/20/2013,11/20/2013,11/20/2013,27,29.62962963,11.11111111,15.1,0,1,0,0,0,Friday,CHO
NKRFYZ,1,11/20/2013,11/20/2013,11/20/2013,30,0,0,45.11,0,1,1,0,0,Friday,RIC
RMCPR9,1,11/20/2013,11/20/2013,11/20/2013,24,50,20.83333333,35,0,1,0,0,0,Thursday,DCX
V5NZ5Q,1,11/20/2013,11/20/2013,1/12/2014,32,21.875,3.125,41.6,0.037735849,1,0,0,0,Thursday,DCX
QNLNEF,1,11/20/2013,11/20/2013,1/11/2014,29,31.03448276,17.24137931,44.27,0.076923077,1,0,0,0,Wednesday,CHO
9X7WGP,1,11/10/2013,11/20/2013,11/20/2013,31,3.225806452,0,45.13,0,1,0,0,0,Thursday,RIC
APFEYZ,1,11/20/2013,11/21/2013,11/22/2013,26,7.692307692,0,39.95,2,1,0,0,0,Friday,DCX
PUFHG6,1,11/20/2013,11/20/2013,11/20/2013,28,28.57142857,10.71428571,1.02,0,1,0,0,0,Thursday,CHO
DDYPVF,0,11/20/2013,11/20/2013,11/20/2013,5,100,20,31,0,1,0,0,0,Monday,CHO
YPF8K2,1,11/20/2013,11/20/2013,11/21/2013,9,11.11111111,11.11111111,29.18,2,0,0,0,0,Thursday,BWI
B8K9UE,0,11/20/2013,11/20/2013,11/20/2013,27,48.14814815,0,40.2,0,1,1,0,0,Monday,RIC
MVF38E,1,11/20/2013,11/20/2013,11/20/2013,29,10.34482759,3.448275862,1.02,0,1,0,0,0,Thursday,CHO
7SM45C,1,11/20/2013,11/20/2013,11/20/2013,29,17.24137931,13.79310345,1,0,1,0,0,0,Wednesday,DCX
GRFLXW,1,11/20/2013,11/20/2013,11/20/2013,32,3.125,3.125,1,0,1,0,0,0,Monday,DCX
LZ4PXJ,1,11/20/2013,11/20/2013,11/20/2013,19,36.84210526,5.263157895,1,0,1,0,0,0,Wednesday,DCX
BKUNTZ,1,11/20/2013,11/20/2013,12/30/2013,33,33.33333333,12.12121212,41.99,0.05,1,0,0,0,Saturday,DCX
ARXY7C,1,11/18/2013,1/9/2014,1/9/2014,28,7.142857143,3.571428571,35,0,1,0,0,0,Wednesday,DCX
JXNVHG,1,11/20/2013,11/20/2013,11/20/2013,29,20.68965517,13.79310345,35,0,1,0,0,0,Monday,DCX
6XLR2G,1,11/20/2013,11/20/2013,11/20/2013,32,6.25,3.125,40.2,0,1,0,0,0,Friday,RIC
3UVPX4,1,11/20/2013,11/20/2013,11/20/2013,40,40,0,45.02,0,1,1,0,0,Thursday,CHO
X53J3L,1,11/20/2013,11/20/2013,11/20/2013,30,33.33333333,0,54.65,0,1,0,0,0,Thursday,DCX
8YKPDE,0,11/16/2013,11/19/2013,11/19/2013,0,0,0,39.95,0,0,0,1,0,Wednesday,DCX
B2MB3D,0,11/21/2013,11/21/2013,12/19/2013,27,33.33333333,18.51851852,55.35,0.071428571,1,1,0,0,Friday,CHO
XSNRE6,0,11/21/2013,11/21/2013,11/21/2013,6,16.66666667,0,87.96,0,1,0,0,0,Wednesday,DCX
P54YPC,1,11/21/2013,11/21/2013,1/14/2014,41,73.17073171,9.756097561,80.3,0.055555556,1,1,0,0,Friday,RIC
QESLBU,1,11/13/2013,11/21/2013,11/21/2013,27,33.33333333,3.703703704,52.05,0,1,0,0,0,Monday,DCX
A936GX,1,11/21/2013,11/21/2013,1/20/2014,32,21.875,12.5,50.75,0.033333333,0,0,0,0,Friday,RIC
SP8RC2,0,11/21/2013,11/23/2013,11/23/2013,2,100,50,40.02,0,0,0,0,0,Monday,CHO
V9D6AF,0,11/21/2013,11/26/2013,11/26/2013,12,16.66666667,8.333333333,45.02,0,1,0,0,0,Wednesday,RIC
46N9AJ,1,11/21/2013,12/18/2013,12/18/2013,33,42.42424242,21.21212121,53.8,0,1,0,0,0,Thursday,CHO
LP8DK7,0,11/21/2013,11/21/2013,11/21/2013,3,33.33333333,0,40.02,0,1,0,0,0,Friday,RIC
EDFWRB,1,11/21/2013,11/22/2013,11/22/2013,26,0,0,64.54,0,1,0,0,0,Tuesday,CHO
7PA4WM,1,11/21/2013,11/22/2013,11/22/2013,23,78.26086957,21.73913043,32.89,0,1,0,0,0,Tuesday,RIC
U69H7V,1,11/21/2013,11/21/2013,11/21/2013,26,3.846153846,3.846153846,38.01,0,1,0,0,0,Friday,CHO
FHFTVM,1,11/21/2013,11/21/2013,11/21/2013,40,22.5,5,40.02,0,1,0,0,0,Tuesday,RIC
JUS7U6,1,11/19/2013,11/21/2013,11/21/2013,26,100,19.23076923,40.02,0,1,0,0,0,Monday,CHO
FL42ZS,1,11/7/2013,11/23/2013,11/23/2013,31,3.225806452,0,89.63,0,1,0,0,0,Monday,DCX
K2E8A7,0,11/21/2013,11/21/2013,11/21/2013,10,30,10,40.02,0,1,0,0,0,Tuesday,CHO
TKUJZY,0,11/21/2013,11/21/2013,11/21/2013,6,50,16.66666667,1,0,1,0,0,0,Friday,DCX
7GR5QD,1,11/21/2013,11/21/2013,11/21/2013,31,9.677419355,0,1,0,1,0,0,0,Friday,DCX
PPHJE5,1,11/21/2013,11/21/2013,11/21/2013,30,10,0,35,0,1,0,0,0,Tuesday,DCX
76KYVB,1,11/21/2013,11/21/2013,11/21/2013,25,12,4,40.02,0,1,1,0,0,Friday,RIC
UM42CK,1,11/10/2013,11/21/2013,11/21/2013,30,10,6.666666667,50.65,0,1,0,0,0,Friday,DCX
7BHMDU,1,11/21/2013,11/21/2013,1/18/2014,28,25,0,99.19,0.034482759,1,0,1,0,Monday,DCX
EX3MP6,1,11/21/2013,11/21/2013,11/21/2013,22,95.45454545,0,40.02,0,1,1,0,0,Friday,CHO
JM3C3M,1,11/21/2013,11/21/2013,11/21/2013,32,6.25,0,40.02,0,1,0,0,0,Monday,RIC
C4VB63,1,11/22/2013,11/22/2013,1/15/2014,32,9.375,9.375,51.99,0.037037037,1,0,0,0,Tuesday,DCX
RYWAJZ,1,1/14/2014,1/14/2014,1/14/2014,20,15,10,40.02,0,1,0,0,0,Tuesday,RIC
4C36ZQ,1,11/22/2013,11/22/2013,11/22/2013,27,11.11111111,7.407407407,35.02,0,1,0,0,0,Thursday,DCX
FNYDPT,1,11/22/2013,11/22/2013,12/9/2013,26,26.92307692,15.38461538,54.8,0.117647059,1,0,0,0,Saturday,DCX
BJC7RT,1,11/22/2013,11/22/2013,11/22/2013,30,13.33333333,3.333333333,1.02,0,1,0,0,0,Monday,CHO
CLU528,0,11/22/2013,11/22/2013,11/22/2013,16,62.5,25,29,0,1,0,0,0,Friday,DCX
PST4NT,1,11/5/2013,11/22/2013,11/22/2013,17,35.29411765,11.76470588,40.2,0,1,0,0,0,Tuesday,CHO
VXK9GF,0,11/22/2013,12/11/2013,12/11/2013,4,50,25,40.02,0,1,0,0,0,Friday,DCX
RPE2UN,1,11/22/2013,11/22/2013,11/22/2013,28,3.571428571,0,85.02,0,1,0,0,0,Wednesday,CHO
BEY2AM,1,11/22/2013,11/22/2013,11/22/2013,34,5.882352941,0,40.2,0,1,0,0,0,Tuesday,RIC
4MRDB2,1,11/22/2013,1/16/2014,1/16/2014,21,23.80952381,4.761904762,74.09,0,1,0,0,0,Wednesday,DCX
V37X5Z,1,11/22/2013,11/22/2013,11/22/2013,29,10.34482759,3.448275862,1,0,1,0,0,0,Tuesday,DCX
HCZKSP,1,12/26/2013,1/13/2014,1/13/2014,18,77.77777778,16.66666667,57.24,0,1,0,0,0,Monday,RIC
ARYGDX,0,11/22/2013,11/22/2013,11/22/2013,19,15.78947368,10.52631579,1,0,1,0,0,0,Tuesday,DCX
J9RE9B,1,11/22/2013,11/22/2013,11/22/2013,27,48.14814815,7.407407407,1,0,1,0,0,0,Saturday,DCX
2S4AMN,1,11/22/2013,11/22/2013,11/22/2013,33,3.03030303,0,40.02,0,1,0,0,0,Tuesday,RIC
H3944A,1,11/22/2013,11/22/2013,11/22/2013,31,12.90322581,6.451612903,25,0,1,0,0,0,Tuesday,BWI
3RQVGE,1,11/1/2013,11/23/2013,11/23/2013,25,12,0,40.02,0,1,0,0,0,Monday,RIC
RCXFND,1,11/22/2013,11/26/2013,1/7/2014,35,5.714285714,5.714285714,126.02,0.047619048,1,1,1,0,Wednesday,DCX
F2PFRN,0,11/22/2013,11/22/2013,11/22/2013,8,37.5,12.5,1,0,1,0,0,0,Tuesday,DCX
RMLMSG,1,11/22/2013,11/22/2013,11/22/2013,30,13.33333333,3.333333333,1,0,1,0,0,0,Monday,DCX
LLYMEU,1,11/22/2013,11/22/2013,11/22/2013,21,71.42857143,0,40.2,0,1,0,0,0,Tuesday,RIC
D2QWJJ,1,11/22/2013,11/22/2013,11/22/2013,23,82.60869565,8.695652174,31,0,1,0,0,0,Friday,DCX
8ADEH8,1,11/22/2013,12/2/2013,1/19/2014,33,30.3030303,9.090909091,80.75,0.125,1,0,1,0,Monday,DCX
MYG8VX,1,11/22/2013,1/7/2014,1/14/2014,25,76,16,99.96,0.285714286,1,1,1,0,Wednesday,DCX
CFFTDH,1,11/22/2013,11/22/2013,11/22/2013,26,23.07692308,3.846153846,40.2,0,1,1,0,0,Monday,CHO
9NVZ2U,1,11/22/2013,12/6/2013,12/6/2013,33,33.33333333,12.12121212,56.22,0,1,0,0,0,Monday,DCX
9XKXZG,1,11/22/2013,11/22/2013,11/22/2013,26,7.692307692,0,40.02,0,1,0,0,0,Monday,RIC
8RFNAR,1,11/22/2013,11/22/2013,11/22/2013,29,10.34482759,10.34482759,35.21,0,1,0,0,0,Saturday,DCX
32JQ96,1,11/22/2013,11/22/2013,11/22/2013,28,21.42857143,7.142857143,35.02,0,1,0,0,0,Thursday,DCX
XH92D8,1,11/22/2013,11/22/2013,11/22/2013,28,35.71428571,7.142857143,29.02,0,1,0,0,0,Thursday,DCX
5NGVUC,1,11/22/2013,11/22/2013,11/22/2013,19,84.21052632,15.78947368,35.02,0,1,0,0,0,Thursday,DCX
UW8M8W,1,11/22/2013,11/22/2013,11/22/2013,27,18.51851852,3.703703704,35.02,0,1,0,0,0,Thursday,DCX
MQRRW9,1,11/23/2013,11/23/2013,11/23/2013,27,18.51851852,18.51851852,29.02,0,1,0,0,0,Tuesday,DCX
WY26VL,1,11/5/2013,11/23/2013,11/23/2013,23,17.39130435,0,76.23,0,1,1,0,0,Monday,RIC
BSQ5AZ,1,11/23/2013,11/23/2013,11/23/2013,29,6.896551724,6.896551724,35,0,1,0,0,0,Monday,DCX
NNSZK9,1,11/23/2013,12/20/2013,12/20/2013,22,63.63636364,13.63636364,78.91,0,1,0,0,0,Monday,DCX
QBMSJL,1,11/23/2013,12/8/2013,12/8/2013,24,29.16666667,8.333333333,81.22,0,1,0,0,0,Thursday,BWI
92VDF3,1,11/23/2013,11/24/2013,11/24/2013,30,23.33333333,6.666666667,80.1,0,1,0,0,0,Tuesday,BWI
Q4CCCR,1,11/23/2013,11/24/2013,11/24/2013,27,33.33333333,3.703703704,42.36,0,1,0,0,0,Tuesday,BWI
YKVRZJ,1,11/23/2013,11/23/2013,1/11/2014,26,92.30769231,15.38461538,59.36,0.040816327,1,0,0,0,Wednesday,DCX
5G2SG4,0,11/23/2013,11/29/2013,11/29/2013,12,41.66666667,8.333333333,29.79,0,1,0,0,0,Monday,BWI
TX3ENU,1,11/23/2013,11/23/2013,11/23/2013,24,50,4.166666667,1,0,1,0,0,0,Friday,DCX
F8F82Y,1,11/23/2013,11/23/2013,11/23/2013,29,13.79310345,6.896551724,1,0,1,0,0,0,Tuesday,DCX
R4E9ZE,1,11/23/2013,11/23/2013,11/23/2013,26,38.46153846,3.846153846,35,0,1,0,0,0,Monday,DCX
6A52VH,1,11/23/2013,11/23/2013,11/23/2013,7,100,28.57142857,35,0,1,0,0,0,Tuesday,DCX
34GM7Y,1,11/23/2013,11/23/2013,11/26/2013,14,14.28571429,0,29.15,0.666666667,1,0,0,0,Monday,BWI
B6ZY7H,1,11/23/2013,11/23/2013,11/23/2013,27,18.51851852,7.407407407,73.75,0,1,0,0,0,Tuesday,CHO
MPPPJB,1,11/23/2013,11/24/2013,11/24/2013,25,68,12,40.02,0,1,1,1,0,Monday,DCX
J4M49Z,1,11/24/2013,11/24/2013,12/8/2013,27,3.703703704,3.703703704,40.79,0.142857143,1,0,0,0,Monday,DCX
XWR6AL,1,11/24/2013,11/24/2013,11/24/2013,22,50,0,39.95,0,1,0,1,0,Thursday,DCX
JFN398,1,11/24/2013,11/24/2013,11/24/2013,27,22.22222222,3.703703704,53.88,0,1,0,0,0,Tuesday,RIC
WPAFAG,1,11/24/2013,11/24/2013,12/15/2013,28,39.28571429,10.71428571,69.78,0.095238095,1,0,0,0,Monday,BWI
6Q426Z,1,11/24/2013,11/24/2013,11/24/2013,25,8,0,123.42,0,1,0,0,0,Wednesday,DCX
NQGT5Y,1,11/24/2013,11/24/2013,11/24/2013,26,61.53846154,11.53846154,45.02,0,1,0,0,0,Tuesday,RIC
DHLS7P,1,11/23/2013,11/24/2013,1/19/2014,32,9.375,9.375,122.24,0.053571429,1,0,0,0,Monday,DCX
9.33E+10,1,11/24/2013,11/24/2013,11/24/2013,26,7.692307692,0,45.02,0,1,0,0,0,Wednesday,RIC
VZWBHX,0,11/24/2013,11/24/2013,11/24/2013,9,22.22222222,0,40.02,0,1,0,0,0,Monday,RIC
GGW9WK,1,11/11/2013,11/25/2013,11/25/2013,26,0,0,61.94,0,1,0,0,0,Wednesday,RIC
DJ8JMZ,1,11/25/2013,11/25/2013,11/25/2013,29,0,0,40,0,1,0,0,0,Tuesday,DCX
ZQNETZ,1,11/25/2013,11/25/2013,12/17/2013,28,42.85714286,14.28571429,39.98,0.090909091,1,0,0,0,Tuesday,CHO
BAF3K5,1,11/25/2013,11/25/2013,11/25/2013,29,3.448275862,3.448275862,31,0,1,0,0,0,Monday,DCX
KDUHYQ,1,11/25/2013,11/25/2013,11/25/2013,10,40,40,29,0,1,0,0,0,Monday,DCX
8D6LCN,1,11/25/2013,11/25/2013,11/25/2013,26,11.53846154,7.692307692,1.02,0,1,0,0,0,Wednesday,CHO
FXRECY,1,11/25/2013,12/28/2013,12/28/2013,29,41.37931034,10.34482759,119.42,0,1,0,0,0,Monday,RIC
EJ2Q78,1,11/25/2013,11/25/2013,11/25/2013,23,0,0,39.95,0,1,1,1,0,Wednesday,DCX
2ZU8FV,1,9/26/2013,11/25/2013,11/25/2013,24,12.5,0,45.02,0,1,0,0,0,Tuesday,RIC
YYDV9L,1,11/25/2013,11/27/2013,11/27/2013,29,10.34482759,3.448275862,64.35,0,1,0,1,0,Friday,CHO
HKCAFS,1,11/25/2013,11/25/2013,12/10/2013,25,16,4,38.01,0.2,1,0,0,0,Wednesday,RIC
B6KW27,1,11/25/2013,11/25/2013,11/25/2013,28,46.42857143,0,102.41,0,1,0,0,0,Tuesday,CHO
EYJPS9,1,11/25/2013,11/25/2013,11/25/2013,28,7.142857143,3.571428571,40.02,0,0,0,0,0,Saturday,DCX
WCTZ8Y,1,11/25/2013,11/25/2013,1/3/2014,29,10.34482759,3.448275862,66.92,0.051282051,1,0,0,0,Wednesday,DCX
J2XFY7,1,11/25/2013,11/25/2013,11/25/2013,31,0,0,45.02,0,1,0,0,0,Tuesday,RIC
WZSP8B,1,11/25/2013,12/6/2013,1/17/2014,34,85.29411765,32.35294118,43.93,0.071428571,1,0,1,0,Monday,DCX
GRRQ63,1,11/26/2013,11/26/2013,11/26/2013,25,20,4,40.2,0,1,0,0,0,Wednesday,DCX
95SE4C,1,11/26/2013,11/26/2013,11/26/2013,4,75,0,40,0,1,0,0,0,Wednesday,DCX
MPAGP7,1,11/21/2013,11/26/2013,11/26/2013,24,83.33333333,20.83333333,40,0,1,1,0,0,Friday,DCX
VLWLN8,1,11/26/2013,11/26/2013,11/26/2013,30,0,0,45.01,0,1,0,0,0,Monday,CHO
HJFLZY,1,11/26/2013,11/26/2013,12/22/2013,31,58.06451613,16.12903226,91.37,0.192307692,1,0,0,0,Monday,RIC
ELEWXR,1,11/26/2013,12/2/2013,1/7/2014,31,3.225806452,0,65.65,0.138888889,1,0,0,0,Wednesday,RIC
8HM7UV,1,11/21/2013,12/17/2013,1/7/2014,27,66.66666667,25.92592593,165.93,0.095238095,1,0,0,0,Wednesday,DCX
XTTFM4,1,11/26/2013,12/4/2013,12/4/2013,28,7.142857143,3.571428571,40,0,1,0,1,0,Thursday,DCX
JNT6S8,1,11/26/2013,11/26/2013,11/26/2013,25,28,4,45.02,0,1,0,0,0,Wednesday,RIC
3DN752,1,11/26/2013,1/14/2014,1/14/2014,23,39.13043478,21.73913043,58.27,0,1,1,0,0,Monday,BWI
PC47UD,0,11/26/2013,11/26/2013,11/26/2013,1,0,0,40.2,0,0,0,0,0,Wednesday,CHO
MJ5GN6,1,11/26/2013,11/26/2013,11/26/2013,28,3.571428571,3.571428571,45.02,0,1,1,0,0,Friday,RIC
CPA5JJ,1,11/26/2013,11/26/2013,11/26/2013,21,52.38095238,9.523809524,1,0,1,0,0,0,Thursday,DCX
P4X2DG,1,10/8/2013,11/26/2013,11/26/2013,29,13.79310345,0,45.02,0,1,0,0,0,Friday,RIC
BYJZRZ,1,11/26/2013,11/26/2013,1/8/2014,27,37.03703704,3.703703704,50.18,0.046511628,1,0,0,0,Thursday,CHO
NRNYPH,1,10/12/2013,12/12/2013,12/12/2013,33,0,0,40.02,0,1,0,0,0,Monday,RIC
DQ7WF8,1,11/27/2013,11/27/2013,11/27/2013,27,25.92592593,3.703703704,139.27,0,1,0,0,0,Friday,CHO
SRL5AB,1,11/27/2013,11/28/2013,11/28/2013,29,48.27586207,3.448275862,40,0,1,0,0,0,Saturday,BWI
EGJYYY,0,11/27/2013,11/27/2013,11/27/2013,11,9.090909091,0,25,0,0,0,0,0,Friday,DCX
CY3KCF,1,11/27/2013,11/27/2013,11/27/2013,28,17.85714286,10.71428571,45.02,0,1,1,0,0,Friday,RIC
SH5BGU,0,11/27/2013,12/5/2013,12/5/2013,11,27.27272727,0,45.02,0,1,0,0,0,Tuesday,RIC
MRWHU5,1,11/27/2013,1/5/2014,1/5/2014,32,28.125,21.875,113.36,0,1,0,0,0,Friday,CHO
T8UWP9,1,11/27/2013,11/28/2013,12/8/2013,18,72.22222222,44.44444444,40.6,0.2,1,1,0,0,Monday,RIC
QK3HNH,1,11/27/2013,11/27/2013,11/27/2013,19,21.05263158,10.52631579,40.02,0,1,0,0,0,Saturday,DCX
SA6UM9,1,11/27/2013,11/27/2013,11/27/2013,30,10,0,40.2,0,1,0,0,0,Monday,DCX
ZX8ZL8,1,11/17/2013,11/29/2013,11/29/2013,24,33.33333333,4.166666667,39.97,0,1,0,0,0,Wednesday,RIC
8VLAEE,1,11/28/2013,11/28/2013,11/28/2013,29,0,0,40.02,0,1,0,0,0,Monday,CHO
4JNUEZ,1,11/28/2013,11/28/2013,11/28/2013,22,72.72727273,0,45.02,0,1,0,0,0,Friday,RIC
NGV4J4,1,11/28/2013,11/28/2013,1/15/2014,33,54.54545455,39.39393939,45.34,0.125,1,1,0,0,Thursday,RIC
THKH6Z,1,11/28/2013,11/28/2013,11/28/2013,31,6.451612903,6.451612903,40.2,0,1,0,1,0,Monday,RIC
TVWFYT,1,11/28/2013,12/5/2013,12/5/2013,28,17.85714286,7.142857143,40.02,0,1,0,0,0,Friday,RIC
VF6723,1,11/29/2013,11/29/2013,1/10/2014,28,100,25,121.99,0.095238095,1,0,0,0,Monday,RIC
CY6EQ8,1,11/29/2013,11/29/2013,11/29/2013,26,0,0,56.88,0,1,0,0,0,Wednesday,RIC
4R2GM5,1,11/29/2013,11/29/2013,1/19/2014,28,82.14285714,10.71428571,144.68,0.058823529,1,0,0,0,Monday,DCX
DFSPFS,1,12/2/2013,12/2/2013,12/2/2013,19,68.42105263,26.31578947,40.02,0,1,0,1,0,Thursday,RIC
Q9QYKB,0,11/30/2013,11/30/2013,11/30/2013,7,100,14.28571429,40.02,0,1,0,0,0,Monday,RIC
UEJZD2,1,11/30/2013,11/30/2013,11/30/2013,28,17.85714286,3.571428571,40.2,0,1,0,0,0,Tuesday,RIC
XKB6H7,1,11/30/2013,11/30/2013,11/30/2013,31,9.677419355,0,40.2,0,1,1,0,0,Monday,CHO
6BFJV6,1,11/30/2013,12/14/2013,12/14/2013,36,16.66666667,11.11111111,54.19,0,0,0,0,0,Tuesday,RIC
M7SZ8K,1,11/30/2013,11/30/2013,11/30/2013,20,85,5,36.97,0,1,0,0,0,Wednesday,CHO
SYYNNC,1,11/30/2013,11/30/2013,11/30/2013,27,18.51851852,14.81481481,47.08,0,1,0,0,0,Tuesday,DCX
8TPBRV,1,11/30/2013,11/30/2013,11/30/2013,26,3.846153846,3.846153846,102.56,0,1,0,0,0,Wednesday,DCX
YDGDVV,1,11/27/2013,11/30/2013,11/30/2013,28,21.42857143,7.142857143,40.02,0,1,1,0,0,Tuesday,RIC
PGXJNH,1,11/30/2013,11/30/2013,11/30/2013,28,7.142857143,3.571428571,46.77,0,1,0,0,0,Tuesday,DCX
54XVNZ,0,11/30/2013,11/30/2013,11/30/2013,8,50,25,35,0,1,0,0,0,Friday,DCX
LE4XS2,1,11/30/2013,11/30/2013,1/8/2014,22,77.27272727,45.45454545,34.36,0.076923077,1,0,0,0,Thursday,DCX
RT6Z8X,1,11/30/2013,11/30/2013,11/30/2013,26,30.76923077,11.53846154,35.02,0,1,0,0,0,Thursday,DCX
JM8SHK,1,11/30/2013,11/30/2013,11/30/2013,12,83.33333333,25,71.5,0,1,0,0,0,Thursday,DCX
VK7VTC,1,11/30/2013,12/9/2013,12/9/2013,24,16.66666667,0,29.97,0,1,0,0,0,Wednesday,DCX
WN2E27,1,11/30/2013,11/30/2013,11/30/2013,22,36.36363636,0,31,0,1,0,0,0,Wednesday,DCX
2MW56A,1,11/30/2013,11/30/2013,11/30/2013,24,29.16666667,16.66666667,31.02,0,1,0,0,0,Thursday,DCX
SP6F6H,1,11/30/2013,11/30/2013,11/30/2013,19,84.21052632,36.84210526,31.02,0,1,0,0,0,Friday,DCX
FZJMAX,1,11/30/2013,11/30/2013,1/19/2014,45,42.22222222,13.33333333,31.57,0.12,1,1,0,0,Monday,DCX
K86BMB,1,12/1/2013,12/1/2013,12/1/2013,27,0,0,40.2,0,1,0,0,0,Thursday,CHO
