custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,train,favday,city
4AS9DH,1,4/22/2012,10/19/2013,10/19/2013,17,88.23529412,5.882352941,50.95,0,1,0,0,0,Wednesday,RIC
W5EAPH,0,5/14/2011,6/2/2011,1/28/2013,0,0,0,66.99,0.00330033,0,0,0,0,Thursday,RIC
GSNW9X,1,6/17/2013,6/23/2013,6/23/2013,34,91.17647059,5.882352941,100,0,1,0,0,0,Saturday,DCX
VCSQZ6,1,3/25/2013,3/25/2013,10/16/2013,45,53.33333333,11.11111111,58.96,0.019512195,0,0,0,0,Tuesday,DCX
YQ2S2J,0,6/11/2013,6/23/2013,6/23/2013,0,0,0,108.66,0,1,0,0,0,Monday,DCX
6Q4PP3,0,6/12/2011,7/22/2011,2/14/2013,0,0,0,57.52,0.082024433,0,0,0,0,Thursday,CHO
HKVNY5,1,5/7/2012,4/2/2013,5/14/2013,44,31.81818182,2.272727273,90.38,0.095238095,1,0,0,0,Wednesday,RIC
XTEHMK,0,9/29/2012,10/5/2012,11/1/2013,7,28.57142857,14.28571429,92.83,0.028061224,1,0,0,0,Monday,DCX
3H7BNG,1,9/25/2012,9/25/2012,8/23/2013,47,0,0,49.75,0.024096386,0,0,0,0,Monday,CHO
UV2CVA,1,8/28/2012,10/18/2012,1/6/2014,52,15.38461538,1.923076923,84.34,0.013483146,1,0,0,0,Tuesday,CHO
PUV4C3,1,11/13/2012,11/13/2012,2/13/2013,45,0,0,67.57,0.02173913,0,0,0,0,Saturday,DCX
VM3V6U,1,8/29/2012,9/3/2012,1/30/2013,31,96.77419355,16.12903226,93.96,0.046979866,0,0,0,0,Thursday,DCX
XK9574,1,5/15/2013,7/1/2013,7/1/2013,45,13.33333333,0,89.43,0,0,0,0,0,Tuesday,RIC
Y485CV,1,6/29/2013,6/29/2013,8/14/2013,44,20.45454545,4.545454545,44.84,0.086956522,0,0,0,0,Thursday,RIC
F8AQ3L,1,3/2/2013,3/3/2013,3/3/2013,45,4.444444444,0,50.95,0,0,0,0,0,Tuesday,CHO
E9UL5F,1,9/9/2012,5/8/2013,1/20/2014,58,13.79310345,5.172413793,92.17,0.050583658,1,0,1,0,Thursday,DCX
8AWRNK,1,5/15/2013,5/23/2013,5/23/2013,45,2.222222222,0,20.3,0,0,0,0,0,Tuesday,DCX
NATWYL,1,5/26/2012,6/10/2013,1/5/2014,58,17.24137931,1.724137931,107.92,0.038277512,0,0,0,0,Monday,RIC
3HSH5W,1,6/30/2013,6/30/2013,6/30/2013,32,96.875,9.375,51.38,0,1,0,0,0,Saturday,BWI
2V93DM,1,8/28/2012,8/30/2012,11/19/2012,38,0,0,47.47,0.160493827,1,0,0,0,Sunday,DCX
YFN3VB,1,3/12/2012,3/25/2012,11/10/2013,46,30.43478261,8.695652174,39.66,0.016806723,0,0,0,0,Monday,CHO
S3FFPE,1,2/8/2013,2/8/2013,1/14/2014,50,40,4,74.19,0.064705882,1,0,0,0,Wednesday,RIC
CLGTPA,0,3/7/2011,4/29/2011,7/9/2013,0,0,0,167.18,0.044887781,1,0,0,0,Friday,RIC
ZZE6K3,1,10/27/2012,10/27/2012,11/5/2013,49,6.12244898,2.040816327,81.71,0.016042781,0,0,0,0,Monday,CHO
3PEP3H,0,6/15/2013,6/16/2013,6/16/2013,5,40,0,46.12,0,1,0,0,0,Monday,RIC
2BVFF9,1,8/4/2008,12/13/2008,3/6/2011,40,50,2.5,30,0.006150062,0,0,0,0,Thursday,CHO
DSCXM2,0,2/1/2010,2/3/2011,3/5/2013,0,0,0,76.96,0.014454665,0,0,0,0,Thursday,CHO
URL7DC,1,6/27/2013,7/7/2013,7/7/2013,45,0,0,51.62,0,1,0,0,0,Tuesday,DCX
4CNYK8,1,1/12/2011,2/22/2011,7/25/2013,36,97.22222222,2.777777778,91.37,0.073529412,1,0,0,0,Tuesday,RIC
R655V8,1,5/23/2013,5/28/2013,5/28/2013,36,72.22222222,8.333333333,90.23,0,1,0,0,0,Friday,DCX
JTGSTY,1,11/2/2009,12/14/2010,1/19/2014,53,11.32075472,9.433962264,83.42,0.059187279,0,0,0,0,Tuesday,CHO
GXUBCZ,1,6/4/2012,6/6/2012,4/18/2013,47,29.78723404,4.255319149,44.47,0.037974684,1,0,0,0,Friday,CHO
MMMV3W,0,12/16/2012,12/16/2012,1/6/2013,0,0,0,106.03,0.095238095,0,0,0,0,Monday,CHO
KURG45,1,5/3/2013,7/15/2013,7/15/2013,44,2.272727273,0,65.93,0,0,0,0,0,Tuesday,DCX
8RZ9HP,1,6/19/2013,7/1/2013,7/1/2013,44,9.090909091,4.545454545,73.25,0,1,0,0,0,Wednesday,DCX
TV5J5B,1,8/16/2012,10/14/2012,10/21/2012,34,50,38.23529412,58.27,0.285714286,0,0,0,0,Monday,RIC
UAHU2W,1,8/21/2011,9/2/2011,1/20/2012,47,0,0,66.38,0.05,0,0,0,0,Friday,CHO
AB5QE5,1,11/5/2011,11/5/2011,8/7/2013,31,100,16.12903226,52.4,0.003120125,0,0,0,0,Monday,CHO
VEFHP3,1,2/2/2013,7/18/2013,7/18/2013,44,0,0,149.58,0,0,0,0,0,Friday,RIC
MWAUDY,1,6/11/2013,6/11/2013,11/18/2013,46,28.26086957,8.695652174,38.78,0.025,1,0,0,0,Thursday,CHO
8CCUKG,1,11/15/2011,11/15/2011,1/27/2013,48,8.333333333,2.083333333,57.94,0.009111617,0,0,0,0,Friday,RIC
GYQNGR,0,8/18/2011,8/18/2011,7/13/2013,0,0,0,14.55,0.014388489,0,0,0,0,Tuesday,RIC
33V67N,1,6/10/2009,4/27/2011,6/5/2011,45,2.222222222,0,79.43,0.076923077,0,0,0,0,Monday,CHO
WLTGYU,0,6/6/2012,7/3/2012,12/18/2013,52,76.92307692,23.07692308,38.72,0.067542214,1,0,0,0,Monday,CHO
AHAQA7,1,11/5/2010,11/9/2010,3/26/2013,39,38.46153846,5.128205128,55.49,0.057603687,1,0,0,0,Wednesday,CHO
CK3HW3,1,2/6/2011,4/29/2011,1/19/2014,55,52.72727273,18.18181818,101.02,0.079317269,1,0,0,0,Monday,CHO
2JW8NC,1,1/13/2013,1/13/2013,1/13/2013,45,0,0,92.41,0,0,0,0,0,Monday,CHO
GFZQE9,0,2/5/2013,2/11/2013,2/11/2013,0,0,0,89.03,0,1,0,0,0,Tuesday,RIC
7BT5AY,1,6/2/2013,7/29/2013,7/29/2013,43,4.651162791,2.325581395,89.73,0,1,0,0,0,Tuesday,DCX
AQTRW2,1,7/7/2013,7/7/2013,8/21/2013,40,47.5,0,52.84,0.044444444,1,0,0,0,Monday,RIC
98QNJM,1,8/28/2012,7/26/2012,1/8/2014,33,42.42424242,9.090909091,50.44,0.030131827,1,0,0,0,Sunday,DCX
Y2ALUJ,1,6/9/2013,6/19/2013,9/2/2013,47,17.0212766,2.127659574,54.44,0.066666667,1,0,0,0,Tuesday,DCX
QC6X9X,1,7/7/2013,7/7/2013,7/7/2013,33,66.66666667,3.03030303,58.18,0,1,0,0,0,Monday,CHO
NUQ4F9,1,11/9/2010,11/9/2010,7/1/2013,48,2.083333333,0,63.13,0.011398964,0,0,0,0,Wednesday,CHO
Q562YC,1,6/24/2013,9/9/2013,9/9/2013,21,95.23809524,28.57142857,47.79,0,1,0,0,0,Tuesday,CHO
DAB2XG,1,9/28/2011,2/14/2012,10/18/2012,47,6.382978723,4.255319149,94.82,0.032388664,0,0,0,0,Friday,RIC
SJYJGU,1,7/26/2012,10/29/2012,6/6/2013,48,6.25,2.083333333,135.8,0.05,0,0,0,0,Monday,RIC
7LDN3G,0,8/28/2012,8/7/2012,8/25/2013,41,34.14634146,0,53.32,0.020887728,1,0,0,0,Thursday,DCX
BPSBD8,1,6/3/2013,6/23/2013,6/23/2013,45,0,0,108.87,0,1,0,0,0,Thursday,BWI
GR3TRL,0,4/18/2013,5/1/2013,5/1/2013,6,16.66666667,0,66.34,0,0,0,0,0,Thursday,CHO
DJ7GYS,1,8/9/2012,8/27/2012,3/24/2013,42,16.66666667,4.761904762,58.74,0.014354067,0,0,0,0,Tuesday,RIC
8T3EFU,1,2/10/2012,2/22/2012,1/14/2014,44,6.818181818,2.272727273,56.51,0.021676301,0,0,0,0,Monday,CHO
6WH7FD,1,8/22/2012,10/15/2013,10/15/2013,40,5,2.5,40.25,0,0,0,0,0,Thursday,RIC
MMJK6Z,1,8/6/2011,10/10/2013,10/10/2013,34,20.58823529,0,80.53,0,1,0,0,0,Monday,RIC
CXFCU4,1,6/1/2013,6/3/2013,6/10/2013,45,15.55555556,0,26.39,0.285714286,1,0,0,0,Tuesday,RIC
LJ2W5X,1,9/9/2010,2/25/2011,11/6/2013,45,22.22222222,8.888888889,58.97,0.017258883,0,0,0,0,Friday,CHO
CYXHKU,1,9/28/2010,11/29/2010,6/14/2012,43,20.93023256,4.651162791,101.34,0.023090586,0,0,0,0,Tuesday,CHO
VQXU6G,0,12/16/2012,12/16/2012,1/2/2013,0,0,0,59.66,0.176470588,0,0,0,0,Thursday,DCX
4GX9A7,1,4/25/2013,4/25/2013,8/5/2013,46,13.04347826,0,70.37,0.058823529,0,0,0,0,Thursday,CHO
69STRD,1,6/24/2013,6/25/2013,6/25/2013,46,0,0,100.68,0,1,0,0,0,Saturday,BWI
FF35AK,1,6/21/2013,7/10/2013,12/22/2013,46,50,10.86956522,60.55,0.066666667,1,0,1,0,Thursday,DCX
5X6KWY,1,5/28/2013,6/2/2013,6/2/2013,45,8.888888889,0,59.6,0,1,0,0,0,Wednesday,DCX
XNJQJ,1,4/13/2011,4/28/2011,11/25/2013,42,90.47619048,2.380952381,126.28,0.044585987,0,0,0,0,Monday,RIC
HSWMSH,1,6/1/2013,6/20/2013,6/20/2013,43,11.62790698,0,73.8,0,1,0,0,0,Friday,RIC
6RWRAP,1,6/22/2013,6/22/2013,6/22/2013,44,6.818181818,2.272727273,107.08,0,1,0,0,0,Monday,DCX
SHRSFX,1,6/17/2013,7/21/2013,1/5/2014,49,69.3877551,2.040816327,76.47,0.154761905,1,0,0,0,Monday,DCX
28SRWJ,0,3/25/2012,3/25/2012,2/3/2013,0,0,0,88.29,0.034920635,1,0,0,0,Monday,CHO
29Z93N,1,5/21/2013,6/1/2013,6/1/2013,44,4.545454545,2.272727273,139.5,0,0,0,0,0,Monday,RIC
RES99A,1,5/28/2013,1/10/2014,1/10/2014,38,50,0,153.31,0,1,0,1,0,Monday,DCX
PBK357,1,3/29/2013,3/30/2013,3/30/2013,45,0,0,85.25,0,0,0,0,0,Tuesday,DCX
VE9NPN,0,8/28/2012,7/20/2012,7/20/2012,20,15,0,32.82,0,0,0,0,0,Sunday,DCX
G8L3ND,1,12/24/2012,1/17/2013,3/19/2013,42,21.42857143,4.761904762,97.65,0.081967213,1,0,0,0,Wednesday,DCX
HFYW7E,1,4/3/2013,4/21/2013,4/21/2013,45,0,0,46.29,0,0,0,0,0,Tuesday,DCX
XBNG9T,1,6/9/2013,10/21/2013,10/21/2013,38,18.42105263,7.894736842,49.97,0,1,0,0,0,Wednesday,DCX
ED7CXQ,1,9/28/2011,10/18/2011,10/7/2012,38,55.26315789,7.894736842,101.71,0.036619718,0,0,0,0,Monday,RIC
KN86KV,1,3/17/2013,4/15/2013,4/15/2013,45,0,0,119.99,0,1,0,0,0,Wednesday,RIC
7LKWAS,1,5/4/2013,5/19/2013,5/19/2013,37,45.94594595,10.81081081,57.44,0,0,0,0,0,Tuesday,DCX
2MACE2,1,1/20/2013,2/13/2013,2/13/2013,44,4.545454545,0,30.65,0,0,0,0,0,Friday,RIC
JTXJE7,1,5/22/2013,6/19/2013,6/19/2013,45,4.444444444,0,94.21,0,1,0,0,0,Friday,CHO
BEDBTM,1,1/13/2013,1/13/2013,1/13/2013,41,36.58536585,0,189.31,0,0,0,0,0,Tuesday,RIC
ZY5AY7,0,3/29/2012,4/3/2012,12/18/2012,0,0,0,55.58,0.046332046,0,0,0,0,Tuesday,RIC
NYWZLV,0,5/13/2011,5/14/2011,1/5/2014,2,50,0,112.16,0.033092037,1,0,0,0,Tuesday,CHO
U2LUFF,1,7/31/2011,11/13/2011,1/16/2014,46,82.60869565,19.56521739,85.15,0.050314465,0,1,0,0,Friday,RIC
Z425LF,1,6/4/2013,1/1/2014,1/1/2014,50,8,4,40.02,0,1,0,0,0,Thursday,RIC
CKW2Z9,1,6/26/2013,6/27/2013,6/27/2013,45,0,0,52.05,0,1,0,0,0,Saturday,BWI
5JFW4E,1,11/30/2011,12/10/2012,11/5/2013,47,38.29787234,4.255319149,116.2,0.021212121,0,0,0,0,Thursday,CHO
HGCV8L,1,6/10/2013,6/10/2013,6/10/2013,44,9.090909091,0,113.18,0,1,0,0,0,Wednesday,DCX
AF7C6N,1,8/31/2011,9/24/2011,8/20/2013,47,10.63829787,2.127659574,53.47,0.040229885,1,0,0,0,Wednesday,CHO
QKPCH9,0,2/26/2013,8/4/2013,8/4/2013,3,66.66666667,0,48.03,0,0,0,0,0,Monday,DCX
WQ5Z2R,1,6/5/2013,6/9/2013,1/9/2014,52,15.38461538,5.769230769,61.5,0.018691589,0,0,0,0,Tuesday,CHO
PD6HYZ,1,6/16/2013,6/16/2013,6/16/2013,45,0,0,88.7,0,1,0,0,0,Thursday,CHO
8WWDPH,1,6/3/2013,6/14/2013,6/14/2013,45,17.77777778,0,102.51,0,1,0,0,0,Saturday,BWI
DPXD9K,1,10/28/2011,10/28/2011,10/28/2011,42,33.33333333,0,58.68,0,0,0,0,0,Tuesday,RIC
T8HALJ,1,5/28/2013,6/16/2013,6/16/2013,43,4.651162791,0,105.3,0,1,0,0,0,Tuesday,DCX
2W7HXX,1,8/27/2010,11/10/2010,11/25/2013,50,40,6,131.27,0.092709271,0,0,0,0,Tuesday,CHO
CFGKXQ,1,3/16/2013,6/18/2013,6/26/2013,30,90,3.333333333,58.81,0.25,1,0,0,0,Thursday,CHO
VVPYD8,1,9/14/2011,9/22/2011,8/25/2013,36,83.33333333,2.777777778,95.83,0.0056899,0,0,0,0,Thursday,CHO
SXXKF3,1,10/15/2011,3/25/2012,3/25/2012,44,4.545454545,2.272727273,107.17,0,0,0,0,0,Monday,RIC
BP3EVV,1,8/7/2011,10/11/2011,9/24/2012,43,16.27906977,4.651162791,58.27,0.008595989,0,0,0,0,Tuesday,RIC
97QPLV,1,6/3/2013,6/21/2013,6/21/2013,47,8.510638298,0,100.19,0,1,0,0,0,Thursday,BWI
WMQP6V,1,1/5/2010,4/9/2011,1/5/2014,42,38.0952381,11.9047619,79.98,0.015968064,0,0,0,0,Monday,CHO
PWZYNC,1,7/1/2013,7/2/2013,7/2/2013,45,0,0,222.99,0,1,0,0,0,Friday,CHO
8QF8RZ,1,6/19/2013,7/10/2013,1/16/2014,53,35.8490566,9.433962264,52.88,0.126315789,1,1,0,0,Friday,RIC
D3QRP5,1,6/6/2013,6/6/2013,12/3/2013,51,1.960784314,1.960784314,42.62,0.016666667,1,0,0,0,Wednesday,DCX
FVP8AC,1,7/19/2010,8/17/2010,5/23/2011,47,0,0,42.13,0.014336918,0,0,0,0,Friday,RIC
W9S4DV,1,5/24/2013,6/23/2013,6/23/2013,40,25,0,89.58,0,1,0,0,0,Thursday,BWI
ES6UQ2,0,12/17/2012,12/26/2012,3/18/2013,0,0,0,74.92,0.036585366,0,0,0,0,Saturday,DCX
6EC5UX,1,10/16/2012,11/12/2012,1/9/2013,45,15.55555556,4.444444444,93.26,0.086206897,0,0,0,0,Wednesday,CHO
FC7R8S,1,10/2/2012,10/2/2012,11/5/2013,48,58.33333333,10.41666667,72.76,0.027568922,0,0,0,0,Friday,RIC
QMUP3X,1,9/26/2010,2/14/2011,2/21/2012,44,15.90909091,4.545454545,102.57,0.029569892,1,0,0,0,Tuesday,CHO
TJCQGH,1,5/26/2013,5/26/2013,12/23/2013,53,13.20754717,0,39.94,0.028436019,1,0,0,0,Thursday,CHO
HMHR7G,1,3/27/2012,3/27/2012,7/28/2013,45,8.888888889,0,86.41,0.016393443,1,0,0,0,Monday,CHO
U8NCVA,1,3/26/2013,3/26/2013,7/9/2013,47,0,0,52.29,0.038095238,0,0,0,0,Wednesday,RIC
4TM7MK,1,1/25/2010,9/7/2010,3/23/2011,45,11.11111111,2.222222222,29.82,0.015228426,0,0,0,0,Wednesday,CHO
D5CN9R,1,7/5/2013,8/14/2013,12/23/2013,51,0,0,74.29,0.06870229,1,0,1,0,Thursday,DCX
QUNEHE,1,8/28/2011,8/28/2011,8/28/2011,42,11.9047619,0,45.06,0,0,0,0,0,Monday,CHO
K7XL3Z,1,6/21/2013,6/21/2013,1/8/2014,63,17.46031746,4.761904762,34.81,0.094527363,1,1,0,0,Monday,RIC
UG5483,1,11/7/2012,3/7/2013,11/7/2013,40,5,5,121.92,0.012244898,0,0,0,0,Sunday,BWI
EB55UK,0,5/15/2009,7/22/2010,10/3/2013,0,0,0,50.13,0.006843456,0,0,0,0,Friday,CHO
CXNUKK,1,6/14/2010,9/9/2010,1/13/2014,38,81.57894737,18.42105263,50.64,0.010638298,1,0,0,0,Monday,CHO
Q6JC99,0,11/9/2010,1/19/2011,6/13/2013,0,0,0,124.79,0.03196347,1,0,0,0,Tuesday,CHO
T3DMTY,1,4/20/2013,5/1/2013,5/15/2013,43,13.95348837,4.651162791,41.51,0.142857143,0,0,0,0,Thursday,RIC
5B2VS5,1,10/20/2011,10/20/2011,6/23/2013,37,56.75675676,8.108108108,108.39,0.032679739,1,0,0,0,Monday,RIC
X3GKFX,1,5/9/2013,5/9/2013,6/20/2013,35,85.71428571,0,49.19,0.095238095,0,1,0,0,Friday,RIC
UAVS6,1,4/4/2011,4/25/2011,6/5/2013,37,59.45945946,5.405405405,65.44,0.016839378,0,0,0,0,Monday,CHO
VSWXYJ,1,8/28/2012,8/2/2012,1/16/2014,44,20.45454545,6.818181818,147.35,0.020676692,1,0,1,0,Sunday,DCX
NGBJYZ,1,8/28/2012,4/29/2013,4/29/2013,41,39.02439024,14.63414634,82.29,0,1,0,0,0,Tuesday,DCX
UA4PLD,1,5/13/2011,5/18/2011,8/29/2013,47,0,0,70.85,0.103117506,0,0,0,0,Friday,CHO
2VEHK3,0,2/26/2013,3/7/2013,3/7/2013,9,100,0,98.84,0,0,0,0,0,Wednesday,RIC
3HC6PL,1,7/22/2011,7/24/2011,8/10/2011,31,87.09677419,25.80645161,44.38,0.117647059,0,0,0,0,Wednesday,RIC
XLJDVX,1,9/26/2011,9/26/2011,6/3/2013,48,0,0,67.25,0.017857143,0,0,0,0,Tuesday,RIC
KGB53H,0,10/4/2012,12/13/2012,2/1/2013,0,0,0,91.27,0.04,0,0,0,0,Friday,CHO
YFFA7U,1,5/3/2013,10/21/2013,10/21/2013,43,4.651162791,4.651162791,56.74,0,1,0,0,0,Wednesday,DCX
HBFU3E,0,4/14/2012,5/14/2012,6/6/2012,0,0,0,78.54,0.173913043,0,0,0,0,Wednesday,RIC
S8M5NV,1,2/26/2013,2/26/2013,2/26/2013,45,2.222222222,0,134.97,0,0,0,0,0,Thursday,CHO
XQT9AG,1,2/13/2013,9/20/2013,9/20/2013,35,2.857142857,0,40.02,0,0,0,0,0,Friday,RIC
S6AYEX,1,8/28/2012,5/14/2013,5/14/2013,38,10.52631579,2.631578947,60,0,0,0,0,0,Wednesday,DCX
UWX68J,1,9/26/2011,9/26/2011,11/6/2013,52,1.923076923,0,115.96,0.059585492,1,0,0,0,Tuesday,RIC
67UTRU,1,3/21/2013,3/20/2013,3/20/2013,36,58.33333333,0,33.79,0,0,0,0,0,Thursday,RIC
GV938T,1,5/13/2011,6/30/2011,6/13/2013,40,45,2.5,63.68,0.007002801,0,0,0,0,Thursday,CHO
LG8CW7,1,8/28/2012,7/24/2012,1/8/2014,51,33.33333333,7.843137255,222.8,0.073170732,1,0,0,0,Thursday,DCX
S7Q6BG,1,11/11/2011,11/12/2011,5/30/2013,48,10.41666667,2.083333333,145.69,0.012389381,1,0,0,0,Friday,CHO
VX9K5X,0,5/13/2012,5/13/2012,11/14/2012,41,4.87804878,0,47.12,0.010810811,0,0,0,0,Monday,RIC
SX2GNS,1,5/29/2012,5/30/2012,7/8/2013,45,11.11111111,2.222222222,69.53,0.00990099,0,0,0,0,Monday,CHO
V97336,1,7/14/2011,12/30/2012,1/5/2014,35,77.14285714,14.28571429,72.3,0.010781671,1,0,0,0,Monday,RIC
UT2R82,0,8/28/2012,7/31/2012,2/12/2013,4,25,0,57.92,0.081632653,1,0,0,0,Thursday,DCX
T92XC,1,4/4/2011,4/24/2011,5/2/2012,46,23.91304348,0,58.93,0.016042781,0,0,0,0,Monday,RIC
44CA8V,1,3/20/2011,3/21/2011,3/21/2011,44,4.545454545,2.272727273,61.53,0,0,0,0,0,Tuesday,RIC
M3EUU7,0,2/2/2011,1/26/2012,5/30/2013,0,0,0,102.47,0.059183673,1,0,0,0,Monday,CHO
YTP6FV,1,2/12/2013,2/12/2013,2/12/2013,43,6.976744186,0,56.63,0,0,0,0,0,Wednesday,RIC
57ZCST,0,2/6/2012,2/14/2012,5/7/2013,0,0,0,55.72,0.011160714,0,0,0,0,Wednesday,CHO
LUBRZR,1,5/13/2013,5/13/2013,5/13/2013,33,100,6.060606061,36.22,0,0,0,0,0,Friday,DCX
SB54WA,1,10/28/2011,10/28/2011,10/28/2011,44,2.272727273,0,64.79,0,0,0,0,0,Friday,CHO
UPLVSB,0,1/11/2013,1/28/2013,7/8/2013,1,100,100,70.9,0.080745342,0,0,0,0,Tuesday,DCX
RLWF6T,0,12/13/2009,12/13/2009,12/13/2009,28,67.85714286,3.571428571,46.63,0,0,0,0,0,Monday,CHO
622NX2,0,4/12/2013,4/12/2013,4/12/2013,8,75,0,28.56,0,0,0,0,0,Tuesday,RIC
CA5K7J,1,6/2/2011,6/26/2011,12/30/2013,50,14,2,28.55,0.039215686,0,1,0,0,Wednesday,RIC
M5HEYR,1,2/3/2013,2/4/2013,1/19/2014,42,50,28.57142857,106.44,0.097421203,0,0,0,0,Monday,CHO
VN6XVD,1,2/11/2011,6/5/2011,12/17/2012,30,73.33333333,53.33333333,41.08,0.003565062,0,0,0,0,Monday,RIC
LZM33E,1,6/20/2013,10/28/2013,11/16/2013,40,2.5,2.5,56.63,0.105263158,1,0,0,0,Wednesday,DCX
9ZDMQS,1,4/29/2013,4/29/2013,4/29/2013,38,34.21052632,2.631578947,27.64,0,0,0,0,0,Tuesday,CHO
VAM7N8,1,11/5/2011,11/5/2013,12/26/2013,50,14,4,59.94,0.058823529,0,1,0,0,Friday,CHO
84PSS4,0,3/21/2013,8/18/2013,8/18/2013,35,8.571428571,0,89.48,0,0,0,0,0,Tuesday,DCX
QL297D,1,3/21/2012,3/23/2012,7/27/2012,42,28.57142857,4.761904762,71.83,0.023809524,0,0,0,0,Friday,RIC
TEDN3R,1,11/14/2011,11/15/2011,11/6/2013,51,3.921568627,1.960784314,27.44,0.037396122,1,0,0,0,Tuesday,RIC
EDF8MB,1,2/12/2013,4/16/2013,12/26/2013,45,64.44444444,22.22222222,57.51,0.082677165,1,0,0,0,Saturday,DCX
5T46HS,1,7/4/2013,7/4/2013,1/5/2014,58,17.24137931,3.448275862,62.78,0.048648649,1,0,0,0,Monday,CHO
QH4ASL,0,5/16/2012,5/16/2012,10/8/2013,0,0,0,81.75,0.01372549,1,0,0,0,Wednesday,RIC
JZ55WL,1,6/18/2013,6/18/2013,6/18/2013,45,0,0,59.99,0,1,0,0,0,Saturday,BWI
MGHXP,1,3/29/2011,4/11/2011,12/29/2013,50,82,8,93.52,0.03021148,0,0,0,0,Monday,RIC
8ZWVRQ,1,7/4/2012,9/19/2012,7/22/2013,36,80.55555556,11.11111111,49.61,0.019607843,0,0,0,0,Monday,CHO
7QVBK8,1,8/28/2012,7/24/2012,1/16/2013,45,6.666666667,0,71.24,0.096590909,1,0,0,0,Thursday,DCX
VE5SBX,1,8/28/2012,4/7/2013,11/15/2013,51,23.52941176,3.921568627,72.2,0.013513514,0,0,0,0,Tuesday,DCX
5S2893,1,1/14/2013,1/15/2013,5/1/2013,45,0,0,95.78,0.028301887,0,0,0,0,Thursday,CHO
HSAC25,1,5/13/2011,10/3/2011,6/6/2013,47,10.63829787,10.63829787,89.56,0.039215686,0,0,0,0,Friday,RIC
PWMDLM,1,2/26/2013,7/7/2013,7/7/2013,30,96.66666667,3.333333333,35.76,0,1,0,0,0,Tuesday,RIC
CS73U4,1,5/21/2012,6/8/2012,11/5/2013,48,16.66666667,8.333333333,79.24,0.011650485,0,0,0,0,Thursday,RIC
D7VF9B,1,2/28/2010,3/30/2011,1/19/2014,45,80,20,80.6,0.115984405,1,0,0,0,Monday,CHO
7URCQW,1,5/16/2012,5/19/2012,3/16/2013,45,13.33333333,0,39.6,0.023255814,0,0,0,0,Monday,RIC
ZYH57A,1,4/20/2013,4/20/2013,1/18/2014,57,26.31578947,15.78947368,98.89,0.04029304,0,0,0,0,Tuesday,RIC
GX43NR,1,9/22/2010,3/14/2011,1/27/2013,43,20.93023256,11.62790698,82.66,0.052554745,0,0,0,0,Tuesday,RIC
DY2TWF,1,3/28/2013,5/12/2013,1/19/2014,60,11.66666667,1.666666667,66.34,0.111111111,1,0,0,0,Monday,RIC
NFHPLV,1,6/3/2013,6/29/2013,8/5/2013,46,15.2173913,2.173913043,44.32,0.108108108,1,0,0,0,Monday,RIC
U97L39,1,4/9/2013,4/28/2013,1/14/2014,55,47.27272727,12.72727273,53.7,0.111111111,1,1,0,0,Wednesday,RIC
QKQJ5Z,0,8/28/2012,7/24/2012,1/8/2014,11,9.090909091,9.090909091,56.61,0.125703565,0,1,1,0,Thursday,DCX
EBG6TD,1,5/5/2011,5/5/2011,5/16/2011,28,67.85714286,0,53.07,0.272727273,0,0,0,0,Friday,DCX
JJDEPY,1,2/2/2011,3/8/2011,9/1/2013,37,83.78378378,5.405405405,65.23,0.02753304,0,0,0,0,Wednesday,RIC
V2XF4K,1,2/26/2013,3/13/2013,10/22/2013,38,65.78947368,10.52631579,47.77,0.02690583,0,0,0,0,Friday,RIC
BPH9Z8,1,6/23/2013,8/20/2013,8/20/2013,40,10,7.5,49.4,0,1,0,0,0,Wednesday,CHO
4SMKNQ,1,4/7/2013,4/7/2013,4/7/2013,41,21.95121951,2.43902439,92.69,0,0,0,0,0,Friday,CHO
5UX4T3,1,6/10/2013,6/14/2013,6/14/2013,45,4.444444444,0,88.81,0,1,0,0,0,Wednesday,DCX
M6YST4,1,3/4/2013,6/3/2013,7/24/2013,37,54.05405405,0,50.4,0.039215686,0,0,0,0,Friday,DCX
J9NPX7,1,4/12/2013,5/6/2013,5/6/2013,45,2.222222222,2.222222222,45,0,1,0,0,0,Tuesday,DCX
7BVB6Q,1,6/4/2013,6/7/2013,7/14/2013,48,2.083333333,2.083333333,60.86,0.135135135,1,0,0,0,Monday,DCX
NBBHLF,0,9/1/2010,4/7/2012,9/24/2012,0,0,0,78.29,0.047058824,0,0,0,0,Monday,CHO
4CHAKW,1,5/13/2012,1/1/2013,12/16/2013,48,35.41666667,8.333333333,196.49,0.051575931,0,0,0,0,Tuesday,CHO
ESH4AH,0,8/28/2012,7/24/2012,5/8/2013,0,0,0,90.02,0.020833333,0,0,0,0,Thursday,DCX
LC4XEJ,0,3/30/2013,3/30/2013,3/30/2013,0,0,0,18.3,0,0,0,0,0,Thursday,DCX
D4Q4JT,0,1/29/2013,7/6/2013,7/6/2013,0,0,0,33.19,0,0,0,0,0,Tuesday,DCX
ELS8U5,1,7/31/2011,8/16/2011,1/13/2014,50,18,2,34.24,0.10215664,1,0,0,0,Tuesday,CHO
Q8QF3S,1,11/25/2012,11/26/2012,4/7/2013,41,34.14634146,4.87804878,273.67,0.022727273,0,0,0,0,Monday,RIC
